,LOCALITY,COUNTRY,CONTINENT,CHARACTER,EPLINE,EPISODE,LINE,CONTEXT,COMMENT,Locality_Count,Country_Count,Continent_Count,EpLocalCount,EpCountryCount,EpContCount,CharLocCount,CharCountryCount,CharContCount,LATITUDE,LONGITUDE
972,Cootehill,Ireland,Europe,Cissy Caffrey,15.0055,15,55,"More luck to me. Cavan, Cootehill and Blturbet. (She sings.)",,1,556,1330,1,85,183,1,3,3,54.04,-7.05
973,Belturbet,Ireland,Europe,Cissy Caffrey,15.0055,15,55,"More luck to me. Cavan, Cootehill and Blturbet. (She sings.)",,1,556,1330,1,85,183,1,3,3,54.1,-7.45
976,Stepaside,Ireland,Europe,Leopold Bloom,15.0232,15,232,If there is a fingerpost planted by the Touring Club at Stepaside who procured t,,2,556,1330,2,85,183,2,71,179,53.25283,-6.21408
981,Alps,Switzerland,Europe,Stage Directions,15.027,15,270,"(in youth's msart blue Oxford suit with white vestslips, narrowshouldered, in br",,1,5,1330,1,1,183,1,1,55,46.5056,9.3303
982,"Waterbury, Connecticut",USA,North America,Stage Directions,15.027,15,270,"(in youth's msart blue Oxford suit with white vestslips, narrowshouldered, in br",,1,39,51,1,8,8,1,4,4,41.5583,-73.0372
987,Leopardstown,Ireland,Europe,Mrs Breen,15.0543,15,543,"(In smart Saxe tailormade, white velours hat and spider veil.) Leopardstown.",,2,556,1330,2,85,183,1,1,2,53.27,-6.205
993,Liffey,Ireland,Europe,Stage Directions,15.0683,15,683,"(A covey of gulls, storm petrels, rises hungrily from Liffey slime with Banbury",,2,556,1330,2,85,183,2,28,55,53.35,6.2167
998,Amsterdam,Netherlands,Europe,Signor Maffei,15.0713,15,713,A redhot crowbar and some liniment rubbin on the burning part produced Fritz of,,2,10,1330,1,3,183,1,1,1,52.37306,4.89222
1003,Waterloo,Belgium,Europe,Leopold Bloom,15.0745,15,745,"Still, of course, you do get your Waterloo sometimes.",,2,7,1330,2,2,183,1,1,179,50.68333,4.4
1006,Rorke s Drift,South Africa,Africa,Leopold Bloom,15.0781,15,781,Got his majority for the heroic defence of Rorke's Drift.,,2,15,83,2,5,15,1,4,14,-28.35806,30.53667
1008,Bloemfontein,South Africa,Africa,Leopold Bloom,15.0796,15,796,...in the absentminded war under general Gough in the park and was disabled at S,,2,15,83,1,5,15,1,4,14,-29.11667,26.21667
1009,Spion Kop,South Africa,Africa,Leopold Bloom,15.0796,15,796,...in the absentminded war under general Gough in the park and was disabled at S,,1,15,83,1,5,15,1,4,14,-28.65,29.51639
1014,Rheims,France,Europe,Beaufoy,15.0838,15,838,"We are considerably out of pocket over this bally pressman johnny, this jackdaw",,1,92,1330,1,15,183,1,1,1,49.2628,4.0347
1022,Asia Minor,Turkish Empire,Asia,J.J. O Molloy,15.0982,15,982,"...property at Agendath Netaim in faraway Asia Minor, slides of which will&",,1,109,186,1,21,26,1,4,5,39,32
1034,Venice,Italy,Europe,Stage Directions,15.1398,15,1398,"(Prolonged applause. Venetian masts, maypoles and festal arches spring up.",,2,76,1330,1,9,183,1,3,55,45.4375,12.33583
1046,Connor,Ireland,Europe,Stage Directions,15.142,15,1420,"...the bishop of Down and Connor, His Eminence Michael cardinal Logue archbishop",,3,556,1330,3,85,183,2,28,55,54.81,-6.22
1064,Szombathely,Hungary,Europe,Stage Directions,15.1576,15,1576,"...season tickets available for all tram lines, coupons of the royal and privele",,6,20,1330,3,3,183,1,1,55,47.23512,16.62191
1079,Adrianopoli,Turkish Empire,Asia,"Brini, Papal Nuncio",15.1861,15,1861,...begat Weiss and Weiss begat Schwarz and schwarz begat Adrianopoli and Adriano,,2,109,186,2,21,26,2,6,6,41.66667,26.56667
1081,Aranjuez,Spain,Europe,"Brini, Papal Nuncio",15.1861,15,1861,...begat Weiss and Weiss begat Schwarz and schwarz begat Adrianopoli and Adriano,,2,76,1330,2,8,183,2,2,3,40.03611,-3.605
1084,Kilbarrack,Ireland,Europe,Crab,15.1873,15,1873,What did you do in the cattlecreep behind Kilbarrack?,,1,556,1330,1,85,183,1,1,1,53.38333,-6.15
1085,Devil s Glen,Ireland,Europe,A Hollybush,15.1878,15,1878,And in the devil's glen?,,1,556,1330,1,85,183,1,1,1,53.02472,-6.14722
1091,Istria,Italy,Europe,Mastiansky and Citron,15.1907,15,1907,"Belial! Laemlein of Istria, the false Messiah!",,1,76,1330,1,9,183,1,1,1,45.26111,13.90444
1097,Hog s Norton,England,Europe,Zoe,15.1983,15,1983,Hog's Norton where the pigs plays the organs.,,1,210,1330,1,28,183,1,5,7,52.4785,-0.9206
1104,Coney Island,USA,North America,Elijah,15.2195,15,2195,If the second advent came to Coney Island are we ready?,,1,39,51,1,8,8,1,1,1,40.57442,-73.97858
1105,Tanderagee,Ireland,Europe,John Eglinton,15.2259,15,2259,Tanderagee wants the facts and means to get them.,,1,556,1330,1,85,183,1,2,9,54.3543,-6.4154
1114,Basque,France,Europe,Virag,15.2397,15,2397,"But, to change the venue to the Bulgar and the Basque, have you ade up your mind",,1,92,1330,1,15,183,1,3,12,42.88194,-1.91694
1116,Redbank,Ireland,Europe,Virag,15.2437,15,2437,Redbank oysters will shortly be upon us. I'm the best o'cook.,,1,556,1330,1,85,183,1,1,12,52.83333,-9
1117,Perigord,France,Europe,Virag,15.2439,15,2439,"Those succulent bivalves may help us and the truffles of Perigord, tubers dislod",,1,92,1330,1,15,183,1,3,12,45.18333,0.71667
1119,Candia,Italy,Europe,Stage Directions,15.2485,15,2485,"His spindlelegs and sparrow feet are those of the tenor Mario, prince of Candia.",,1,76,1330,1,9,183,1,3,55,45.33333,7.88333
1130,Nubia,Egypt,Africa,Bello,15.2892,15,2892,...I'll make you kiss while the flues play like the Nubian slave of old.,,1,37,83,1,7,15,1,1,1,-2.28222,29.33139
1132,Manorhamilton,Ireland,Europe,Bello,15.3006,15,3006,"...Ponto, her splendid Newfoundland and Bobs, dowager cuchess of Manorhamilton.",,1,556,1330,1,85,183,1,2,5,54.3064,-8.1761
1136,Sleepy Hollow,USA,North America,Bello,15.3154,15,3154,"No, Leopold Bloom, all is changed by woman's will since you slept horizontal in",,3,39,51,3,8,8,1,1,1,41.09194,-73.86444
1145,Poulaphouca,Ireland,Europe,The Waterfall,15.3299,15,3299,Poulaphouca Poulaphouca Poulaphouca Poulaphouca,I'm going to have to define how we are counting these guys.,7,556,1330,5,85,183,3,3,3,53.11694,-6.58722
1153,Mount Carmel,Turkish Empire,Asia,The Nymph,15.3435,15,3435,"Tranquilla convent. Sister Agatha. Mount Carmel, the apparitions of Knock and Lo",,1,109,186,1,21,26,1,1,1,32.73,35.05
1154,Lourdes,France,Europe,The Nymph,15.3536,15,3536,"Tranquilla convent. Sister Agatha. Mount Carmel, the apparitions of Knock and Lo",,1,92,1330,1,15,183,1,1,2,43.1,-0.05
1155,Knock,Ireland,Europe,The Nymph,15.3536,15,3536,"Tranquilla convent. Sister Agatha. Mount Carmel, the apparitions of Knock and Lo",,1,556,1330,1,85,183,1,1,2,53.7833,-8.91667
1168,Six Mile Point,Ireland,Europe,Stage Directions,15.3957,15,3957,"From Six Mile Point, Flathouse, Nine Mile Stone follow the footpeople with knoty",,1,556,1330,1,85,183,1,28,55,53.06611,-6.03333
1169,Flathouse,Ireland,Europe,Stage Directions,15.3957,15,3957,"From Six Mile Point, Flathouse, Nine Mile Stone follow the footpeople with knoty",,1,556,1330,1,85,183,1,28,55,53.08,-6.05
1170,Nine Mile Stone,Ireland,Europe,Stage Directions,15.3957,15,3957,"From Six Mile Point, Flathouse, Nine Mile Stone follow the footpeople with knoty",,1,556,1330,1,85,183,1,28,55,53.1,-6.06
1178,Dalkey,Ireland,Europe,The Mother,15.4195,15,4195,Who saved you the night you jumped into the train at Dalkey with Paddy Lee?,,1,556,1330,1,85,183,1,1,1,53.276,-6.104
1181,Jericho,Turkish Empire,Asia,Stage Directions,15.4419,15,4419,"(From her balcony waves her handkerchief, giving the sign of the heroine of Jeri",,1,109,186,1,21,26,1,7,9,31.85,35.45
1184,Massachussets,USA,North America,Stage Directions,15.4453,15,4453,...Lincoln's Inn bencher and ancient and honourable artillery company of Massach,,1,39,51,1,8,8,1,4,4,42.3,-71.8
1201,Samaria,Turkish Empire,Asia,Narrator 16,16.0003,16,3,...up generally in orthodox Samaritan fashion which he very badly needed.,,1,109,186,1,4,16,1,2,7,32.14306,35.26062
1202,Vartry Reservoir,Ireland,Europe,Narrator 16,16.0006,16,6,...Bloom in view of the hour it was and there being no pump of Vartry water...,,2,556,1330,1,55,133,1,39,86,53.05,-6.2
1204,Thames Embankment,England,Europe,Narrator 16,16.0123,16,123,"...the city proper, famished loiterers of the Thames embankment category...",,1,210,1330,1,32,133,1,26,86,51.49652,-0.12455
1205,Louth,Ireland,Europe,Narrator 16,16.0133,16,133,"...Katherine Brophy, the daughter of a Louth farmer. His grandfather...",,1,556,1330,1,55,133,1,39,86,53.83333,-6.5
1216,Bisley,England,Europe,Narrator 16,16.0407,16,407,...asking him whether it was for a marksmanship competition like the Bisley.,,1,210,1330,1,32,133,1,26,86,51.33,-0.64
1217,Stockholm,Sweden,Europe,W.B. Murphy,16.0413,16,413,I seen him do that in Stockholm.,,2,3,1330,2,2,133,2,2,18,59.32944,18.06861
1219,Fort Carlisle,Ireland,Europe,W.B. Murphy,16.0418,16,418,"_x0014_That's right, the sailor said. Fort Camden and Fort Carlisle. That's wher",,2,556,1330,1,55,133,1,6,18,51.85,-8.26667
1220,Fort Camden,Ireland,Europe,W.B. Murphy,16.0418,16,418,"_x0014_That's right, the sailor said. Fort Camden and Fort Carlisle. That's wher",,2,556,1330,1,55,133,1,6,18,51.85,-8.26667
1222,Bridgwater,England,Europe,W.B. Murphy,16.0451,16,451,...from Bridgwater with bricks. I shipped to get over. Paid off this afternoon.,,3,210,1330,3,32,133,2,3,18,51.128,-2.993
1229,Dardanelles,Turkish Empire,Asia,W.B. Murphy,16.0462,16,462,"...Dardanelles under Captain Dalton, the best bloody man that ever scuttled a...",,1,109,186,1,4,16,1,1,8,40.2,26.4
1233,Beni,Bolivia,South America,Narrator 16,16.0474,16,474,"The printed matter on it stated: Choza de Indios. Beni, Bolivia.",,1,1,9,1,1,6,1,1,4,-14,-65
1234,Santiago,Chile,South America,Narrator 16,16.0489,16,489,"...follows: Tarjeta Postal, Se–or A Boudin, Galeria Becche, Santiago, Chile.",,1,3,9,1,2,6,1,2,4,-33.45,-70.66667
1238,Falmouth,England,Europe,Narrator 16,16.0512,16,512,"...order, seeing the different places along the route, Plymouth, Falmouth,...",,1,210,1330,1,32,133,1,26,86,50.15,-5.07
1239,Plymouth,England,Europe,Narrator 16,16.0512,16,512,"...order, seeing the different places along the route, Plymouth, Falmouth,...",,1,210,1330,1,32,133,1,26,86,50.37139,-4.14222
1240,Southampton,England,Europe,Narrator 16,16.0513,16,513,...Southampton and so on culminating in an instructive tour of the sights of...,,1,210,1330,1,32,133,1,26,86,50.89696,-1.40416
1242,Park Lane,England,Europe,Narrator 16,16.0515,16,515,"...he would see the greatest improvement, tower, abbey, wealth of Park lane to..",,1,210,1330,1,32,133,1,26,86,51.50876,-0.14743
1244,Eastbourne,England,Europe,Narrator 16,16.052,16,520,"...hydros and spas, Eastbourne, Scarborough, Margate and so on, beautiful...",,1,210,1330,1,32,133,1,26,86,50.77,0.28
1246,Scarborough,England,Europe,Narrator 16,16.052,16,520,"...hydros and spas, Eastbourne, Scarborough, Margate and so on, beautiful...",,1,210,1330,1,32,133,1,26,86,54.2773,-0.4017
1247,Channel islands,Britain,Europe,Narrator 16,16.0521,16,521,"...Bournemouth, the Channel islands and similar bijou spots, which might...",,1,85,1330,1,6,133,1,2,86,49.4167,2.3333
1248,Bournemouth,England,Europe,Narrator 16,16.0521,16,521,"...Bournemouth, the Channel islands and similar bijou spots, which might...",,1,210,1330,1,32,133,1,26,86,50.72,-1.88
1250,Fishguard,Wales,Europe,Narrator 16,16.0533,16,533,"...times apropos of the Fishguard-Rosslare route which, it was mooted, was...",,1,15,1330,1,2,133,1,2,86,51.9982,-4.98041
1251,Rosslare,Ireland,Europe,Narrator 16,16.0533,16,533,"...times apropos of the Fishguard-Rosslare route which, it was mooted, was...",,1,556,1330,1,55,133,1,39,86,52.2513,-6.3415
1259,Trieste,Italy,Europe,W.B. Murphy,16.0576,16,576,_x0014_And I seen a man killed in Trieste by an Italian chap. Knife in his back.,,2,76,1330,1,7,133,1,2,18,45.63333,13.8
1261,Europa Point,Britain,Europe,Leopold Bloom,16.0614,16,614,"_x0014_Ah, you've touched there too, Mr Bloom said, Europa point, thinking he...",,3,85,1330,1,6,133,1,16,179,36.1096,-5.3448
1262,Dollymount,Ireland,Europe,Narrator 16,16.063,16,630,"Bull at Dollymount he had remarked a superannuated old salt, evidently...",,1,556,1330,1,55,133,1,39,86,53.36667,-6.16667
1269,Odessa,Ukraine,Europe,W.B. Murphy,16.0678,16,678,"...becalmed off Odessa in the Black Sea under Captain Dalton. Fellow, the...",,1,1,1330,1,1,133,1,1,18,46.46667,30.73333
1295,Navan,Ireland,Europe,Narrator 16,16.0996,16,996,...that colonel Everard down there in Navan growing tobacco. Where would...,,1,556,1330,1,55,133,1,39,86,53.6528,-6.6814
1328,Tokyo,Japan,Asia,Narrator 16,16.124,16,1240,"...something like that. Great battle, Tokio. Lovemaking in Irish, £200...",,1,7,186,1,2,16,1,2,7,35.68951,139.6917
1341,Scilly,Britain,Europe,Stephen Dedalus,16.1416,16,1416,...the first land called the Deadman and from Ramhead to Scilly was so and...,,1,85,1330,1,6,133,1,2,143,49.93611,-6.32278
1342,Ramhead,Ireland,Europe,Stephen Dedalus,16.1416,16,1416,...the first land called the Deadman and from Ramhead to Scilly was so and...,,1,556,1330,1,55,133,1,42,143,51.93333,-7.7
1350,Carrick-on-Shannon,Ireland,Europe,Leopold Bloom,16.1642,16,1642,...Carrick-on-Shannon or somewhereabouts in the county Sligo&.,,1,556,1330,1,55,133,1,71,179,53.944,-8.095
1354,Euston,England,Europe,Narrator 16,16.1667,16,1667,...Euston for the chief secretary's lodge or words to that effect. To which...,,1,210,1330,1,32,133,1,26,86,51.5284,-0.1331
1367,Crumlin,Ireland,Europe,Answer,17.0052,17,52,"...between Gibraltar villa and Bloomfield house in Crumlin, barony of...",,1,556,1330,1,56,138,1,55,137,53.324,-6.329
1372,Glen of the Downs,Ireland,Europe,Answer,17.0167,17,167,"...per linear yard by way of the Dargle, Rathdown, Glen of the Downs and...",,1,556,1330,1,56,138,1,55,137,53.13333,-6.11889
1373,Dargle,Ireland,Europe,Answer,17.0167,17,167,"...per linear yard by way of the Dargle, Rathdown, Glen of the Downs and...",,1,556,1330,1,56,138,1,55,137,53.2087,-6.1025
1374,Rathdown,Ireland,Europe,Answer,17.0167,17,167,"...per linear yard by way of the Dargle, Rathdown, Glen of the Downs and...",,1,556,1330,1,56,138,1,55,137,53.3,-6.14
1375,Callowhill,Ireland,Europe,Answer,17.0168,17,168,"...Callowhill to the 26 acre reservoir at Stillorgan, a distance of 22 statute..",,1,556,1330,1,56,138,1,55,137,53.05917,-6.14833
1376,Stillorgan,Ireland,Europe,Answer,17.0168,17,168,"...Callowhill to the 26 acre reservoir at Stillorgan, a distance of 22 statute..",,1,556,1330,1,56,138,1,55,137,53.2888,-6.1958
1377,Sunda Trench,,Indian Ocean,Answer,17.0187,17,187,...unplumbed profundity in the Sundam trench of the Pacific exceeding 8000...,"The Sundam trench is in the Indian, not Pacific Ocean. The deepest trench in the",1,0,1,1,0,1,1,0,1,-10.31667,109.96667
1389,Budapest,Hungary,Europe,Answer,17.0535,17,535,"...Rudolph Bloom) of Szombath_ly, Vienna, Budapest, Milan, London and...",,2,20,1330,2,9,138,2,9,137,47.47194,19.05028
1396,Quebec,Canada,North America,Answer,17.068,17,680,"...Canada, Quebec. She understood little of political complications, internal,..",,1,7,51,1,4,5,1,4,5,53,-70
1399,Plain of Shinar,Turkish Empire,Asia,Answer,17.0749,17,749,...plain of Shinar 242 years after the deluge in the seminary instituted by...,The plain of Shinar is located in Mesopotamia.,1,109,186,1,17,26,1,17,26,33.7,43.5
1419,Calcata,Italy,Europe,Answer,17.1207,17,1207,"...Calcata, were deserving of simple hyperduly or of the fourth degree of...",,1,76,1330,1,12,138,1,12,137,42.21667,12.41667
1420,Kimmage,Ireland,Europe,Answer,17.1261,17,1261,"...Luke Doyle, Kimmage, he had awaited with patience the apparition of the...",,1,556,1330,1,56,138,1,55,137,53.31667,-6.28889
1446,Cork City,Ireland,Europe,Answer,17.165,17,1650,"...(M. P. for Cork City), the programme of peace, retrenchment and reform...",,1,556,1330,1,56,138,1,55,137,51.89722,-8.47
1449,Hamburg,Germany,Europe,Answer,17.1681,17,1681,"...imperforate, Hamburg, 1866: 4 pence, rose, blue paper, perforate, Great...",,1,33,1330,1,2,138,1,2,137,53.56528,10.00139
1458,Powerscourt,Ireland,Europe,Answer,17.1713,17,1713,...water at Poulaphouca or Powerscourt or catchment basins of main streams...,,1,556,1330,1,56,138,1,55,137,53.146,-6.211
1459,North Bull,Ireland,Europe,Answer,17.1715,17,1715,...to enclose the peninsular delta of the North Bull at Dollymount and erect...,,1,556,1330,1,56,138,1,55,137,53.36706,-6.14856
1463,Lancashire,England,Europe,Answer,17.1733,17,1733,"...Packet Company, Lancashire and Yorkshire Railway Company, Dublin...",,1,210,1330,1,25,138,1,25,137,53.8,-2.6
1466,Glasgow,Scotland,Europe,Answer,17.1734,17,1734,"...and Glasgow Steam Packet Company, Glasgow, Dublin and Londonderry...",,2,27,1330,2,3,138,2,3,137,55.858,-4.259
1471,Morecambe,England,Europe,Answer,17.1736,17,1736,"...Company, Dublin and Morecambe Steamers, London and North Western...",,1,210,1330,1,25,138,1,25,137,54.064,-2.8786
1492,Szesfehervar,Hungary,Europe,Answer,17.1877,17,1877,"...and 2nd cousin, Stefan Virag of Szesfehervar, Hungary. An ancient...",,1,20,1330,1,9,138,1,9,137,47.19556,18.40889
1494,Florence,Italy,Europe,Answer,17.1908,17,1908,"...Dublin, London, Florence, Milan, Vienna, Budapest, Szombathely with...",,1,76,1330,1,12,138,1,12,137,43.78333,11.25
1503,Kilmainham,Ireland,Europe,Answer,17.1945,17,1945,"...Kilmainham, the inmate of Simpson's Hospital for reduced but respectable...",,1,556,1330,1,56,138,1,55,137,53.342,-6.308
1506,The Cliffs of Moher,Ireland,Europe,Answer,17.1974,17,1974,"The cliffs of Moher, the windy wilds of Connemara, lough Neagh with...",,1,556,1330,1,56,138,1,55,137,52.93611,-9.47083
1509,Giant s Causeway,Ireland,Europe,Answer,17.1975,17,1975,"...submerged petrified city, the Giant's Causeway, Fort Camden and Fort...",,1,556,1330,1,56,138,1,55,137,55.24083,-6.51167
1511,Golden Vale of Tiperrary,Ireland,Europe,Answer,17.1976,17,1976,"...Carlisle, the Golden Vale of Tipperary, the islands of Aran, the pastures of.",,1,556,1330,1,56,138,1,55,137,52.4,-8.4
1512,Aran,Ireland,Europe,Answer,17.1976,17,1976,"...Carlisle, the Golden Vale of Tipperary, the islands of Aran, the pastures of.",,1,556,1330,1,56,138,1,55,137,53.11667,-9.7
1513,Brigid s elm,Ireland,Europe,Answer,17.1977,17,1977,"...royal Meath, Brigid's elm in Kildare, the Queen's Island shipyard in...",,1,556,1330,1,56,138,1,55,137,53.15772,-6.91128
1520,Mosque of Omar,Turkish Empire,Asia,Answer,17.1982,17,1982,"...street, Dublin), Jerusalem, the holy city (with mosque of Omar and gate of...",,1,109,186,1,17,26,1,17,26,31.77784,35.22959
1522,Gate of Damascus,Turkish Empire,Asia,Answer,17.1983,17,1983,"&and gate of Damascus, goal of aspiration), the straits of Gibraltar (the unique",,1,109,186,1,17,26,1,17,26,31.78164,35.2305
1524,Parthenon,Greece,Europe,Answer,17.1984,17,1984,"...birthplace of Marion Tweedy), the Parthenon (containing statues of nude...",,1,45,1330,1,3,138,1,3,137,37.9715,23.7267
1526,Wall Street,USA,North America,Answer,17.1985,17,1985,"...Grecian divinities), the Wall street money market (which controlled...",,1,39,51,1,1,5,1,1,5,40.70639,-74.00944
1527,Plaza de Toros,Spain,Europe,Answer,17.1986,17,1986,"...international finance), the Plaza de Toros at La Linea, Spain (where...",,1,76,1330,1,4,138,1,4,137,36.168,-5.347
1528,Niagara,Canada,North America,Answer,17.1987,17,1987,"...O'Hara of the Camerons had slain the bull), Niagara (over which no...",,1,7,51,1,4,5,1,4,5,43.08,-79.071
1531,Naples,Italy,Europe,Answer,17.199,17,1990,"...the bay of Naples (to see which was to die), the Dead Sea.",,1,76,1330,1,12,138,1,12,137,40.845,14.25833
1548,Maryborough,Ireland,Europe,Molly Bloom,18.0358,18,358,...concert at Maryborough ordering boiling soup for the two of us then the...,,1,556,1330,1,19,101,1,19,101,53.0309,-7.3008
1552,Ladysmith,South Africa,Africa,Molly Bloom,18.0388,18,388,...politics after the war that Pretoria and Ladysmith and Bloemfontein where...,,1,15,83,1,5,15,1,5,15,-28.55972,29.78056
1553,Pretoria,South Africa,Africa,Molly Bloom,18.0388,18,388,...politics after the war that Pretoria and Ladysmith and Bloemfontein where...,,1,15,83,1,5,15,1,5,15,-25.74611,28.18806
1555,La Roque,Spain,Europe,Molly Bloom,18.0398,18,398,...regiment pass in review the first time I saw the Spanish cavalry at La Roque.,,1,76,1330,1,20,101,1,20,101,36.20972,-5.38444
1557,Algeciras,Spain,Europe,Molly Bloom,18.0399,18,399,...it was lovely after looking across the bay from Algeciras all the lights of t,,2,76,1330,2,20,101,2,20,101,36.1275,-5.45389
1560,Tugela,South Africa,Africa,Molly Bloom,18.0403,18,403,...Tugela his father made his money over selling the horses for the cavalry...,,1,15,83,1,5,15,1,5,15,-28.75,28.89583
1564,Andalusia,Spain,Europe,Molly Bloom,18.0441,18,441,...God made them that Andalusian singing her Manola she didnt make much...,,2,76,1330,2,20,101,2,20,101,37.38333,-5.98333
1574,La Linea,Spain,Europe,Molly Bloom,18.0626,18,626,...the bullfight at La Linea when that matador Gomez was given the bulls ear...,,1,76,1330,1,20,101,1,20,101,36.16667,-5.33333
1577,Khartoum,Sudan,Africa,Molly Bloom,18.0691,18,691,...Garnet Wolseley and Gordon at Khartoum lighting their pipes for them...,,1,1,83,1,1,15,1,1,15,15.63333,32.53333
1582,Santa Maria Cathedral,Britain,Europe,Molly Bloom,18.0757,18,757,...and because I didnt run into mass often enough in Santa Maria to please...,,1,85,1330,1,33,101,1,33,101,36.143,-5.353
1584,Calle Real,Britain,Europe,Molly Bloom,18.0763,18,763,...wanted to pick him up when I saw him following me along the Calle Real in...,,1,85,1330,1,33,101,1,33,101,36.143,-5.353
1588,Cappoquin,Ireland,Europe,Molly Bloom,18.0779,18,779,...couldnt count the pesetas and the perragordas till I taught him Cappoquin...,,1,556,1330,1,19,101,1,19,101,52.15,-7.85
1589,Blackwater River,Ireland,Europe,Molly Bloom,18.078,18,780,...he came from he said on the black water but it was too short then the day...,Note there are multiple Blackwater rivers in Ireland. We have marked the Kerry B,1,556,1330,1,19,101,1,19,101,51.85583,-9.74333
1591,O Haras Tower,Britain,Europe,Molly Bloom,18.0783,18,783,...tiptop under the rockgun near OHaras tower I told him it was struck by...,,1,85,1330,1,33,101,1,33,101,36.143,-5.353
1595,Saint Michael s Cave,Britain,Europe,Molly Bloom,18.0792,18,792,...Michaels cave with the icicles or whatever they call them hanging down and...,,1,85,1330,1,33,101,1,33,101,36.1262,-5.3455
1602,Atlas Mountains,,Africa,Molly Bloom,18.086,18,860,...bay of Tangier white and the Atlas mountain with snow on it and the straits..,,1,0,83,1,0,15,1,0,15,31.06194,-7.91611
1603,Bay of Tangier,Morocco,Africa,Molly Bloom,18.086,18,860,...bay of Tangier white and the Atlas mountain with snow on it and the straits..,,1,3,83,1,2,15,1,2,15,35.79111,-5.78278
1605,Claddagh,Ireland,Europe,Molly Bloom,18.0866,18,866,...wanted to give him a memento he gave me that clumsy Claddagh ring for...,,1,556,1330,1,19,101,1,19,101,53.26904,-9.05638
1612,Sierra Nevada,Spain,Europe,Molly Bloom,18.0919,18,919,...sierra nevada standing at the fire with the little bit of a short shift I had,,1,76,1330,1,20,101,1,20,101,37.05,-3.3
1615,Bray,Ireland,Europe,Molly Bloom,18.0955,18,955,...at Bray telling the boatman he knew how to row if anyone asked could he...,,1,556,1330,1,19,101,1,19,101,53.20102,-6.11136
1616,Catalan Bay,Britain,Europe,Molly Bloom,18.0974,18,974,...the bream in Catalan bay round the back of the rock they were fine all...,,1,85,1330,1,33,101,1,33,101,36.13875,-5.34128
1617,Genoa,Italy,Europe,Molly Bloom,18.0976,18,976,...from Genoa and the tall old chap with the earrings I dont like a man you...,,1,76,1330,1,6,101,1,6,101,44.41111,8.93278
1620,Lake of Como,Italy,Europe,Molly Bloom,18.0985,18,985,...Venice by moonlight with the gondolas and the lake of Como he had a...,,1,76,1330,1,6,101,1,6,101,46,9.26667
1622,Lahore,India,Asia,Molly Bloom,18.1148,18,1148,...the jersey lily easy easy O how the waters come down at Lahore...,,1,11,186,1,3,8,1,3,8,31.54972,74.34361
1625,La Touraine,France,Europe,Molly Bloom,18.1189,18,1189,...Huguenots to sing in French to be more classy O beau pays de la Touraine...,,1,92,1330,1,7,101,1,7,101,47.4,0.68333
1626,"Brighton Square, Rathgar",Ireland,Europe,Molly Bloom,18.1192,18,1192,...great favour the very 1st opportunity he got a chance in Brighton square...,,1,556,1330,1,19,101,1,19,101,53.31167,-6.27433
1634,Tarifa,Spain,Europe,Molly Bloom,18.1337,18,1337,...Tarifa the lighthouse at Europa point the guitar that fellow played was so...,,1,76,1330,1,20,101,1,20,101,36.01667,-5.6
1636,Margate Strand,Spain,Europe,Molly Bloom,18.1346,18,1346,...men I could see down in Margate strand bathingplace from the side of the...,,1,76,1330,1,20,101,1,20,101,36.157,-5.36
1637,Irish Town,Britain,Europe,Molly Bloom,18.139,18,1390,...different tastes like those houses round behind Irish street no but were to b,,1,85,1330,1,33,101,1,33,101,36.143,-5.353
1639,Governor Street,Britain,Europe,Molly Bloom,18.1466,18,1466,...Revueltas and Pisimbo and Mrs Opisso in Governor street O what a name...,,1,85,1330,1,33,101,1,33,101,36.143,-5.353
1640,Calle las Siete Revueltas,Britain,Europe,Molly Bloom,18.1466,18,1466,&in the Calle las Siete Revueltas and Pisimbo and Mrs Opisso in Governor street,,1,85,1330,1,33,101,1,33,101,36.143,-5.353
1641,Rodgers Ramp,Britain,Europe,Molly Bloom,18.1468,18,1468,...all the bits of streets Paradise ramp and Bedlam ramp and Rodgers ramp...,,1,85,1330,1,33,101,1,33,101,36.143,-5.353
1642,Paradise Ramp,Britain,Europe,Molly Bloom,18.1468,18,1468,...all the bits of streets Paradise ramp and Bedlam ramp and Rodgers ramp...,,1,85,1330,1,33,101,1,33,101,36.143,-5.353
1643,Bedlam Ramp,Britain,Europe,Molly Bloom,18.1468,18,1468,...all the bits of streets Paradise ramp and Bedlam ramp and Rodgers ramp...,,1,85,1330,1,33,101,1,33,101,36.143,-5.353
1644,Devils Gap Steps,Britain,Europe,Molly Bloom,18.1469,18,1469,...and Crutchetts ramp and the devils gap steps well small blame to me if I am..,,1,85,1330,1,33,101,1,33,101,36.143,-5.353
1645,Crutchetts Ramp,Britain,Europe,Molly Bloom,18.1469,18,1469,...and Crutchetts ramp and the devils gap steps well small blame to me if I am..,,1,85,1330,1,33,101,1,33,101,36.143,-5.353
1646,Abrines,Britain,Europe,Molly Bloom,18.1482,18,1482,...he might like I never could bear the look of them in Abrines I could do the..,,1,85,1330,1,33,101,1,33,101,36.143,-5.353
1654,Ronda,Spain,Europe,Molly Bloom,18.1594,18,1594,...to sit down in their little bit of a shop and Ronda with the old windows of..,,1,76,1330,1,20,101,1,20,101,36.73722,-5.16472
