,LOCALITY,COUNTRY,CONTINENT,CHARACTER,EPLINE,EPISODE,LINE,CONTEXT,COMMENT,Locality_Count,Country_Count,Continent_Count,EpLocalCount,EpCountryCount,EpContCount,CharLocCount,CharCountryCount,CharContCount,LATITUDE,LONGITUDE
891,Oxford,England,Europe,Stephen Dedalus,14.0364,14,364,...sometime regius professor of French letters to the university of Oxtail nor b,,13,210,1330,1,4,50,2,34,143,51.75194,-1.25778
892,,Ireland,Europe,Stephen Dedalus,14.0367,14,367,"&shall say, Amen. Remember, Erin, thy generations and thy days of old, how&",,0,556,1330,0,21,50,0,42,143,53.41667,-8
893,Jerusalem,Turkish Empire,Asia,Stephen Dedalus,14.037,14,370,...my gates to commit fornication in my sight and to wax fat and kick like Jeshu,,8,109,186,1,13,29,1,10,14,31.78333,35.21667
894,Rome,Italy,Europe,Stephen Dedalus,14.0373,14,373,...spurn me for a merchang of jalaps and didst deny me to the Roman and to the I,,33,76,1330,3,5,50,5,11,143,41.9,12.5
895,,India,Asia,Stephen Dedalus,14.0374,14,374,...spurn me for a merchang of jalaps and didst deny me to the Roman and to the I,,0,11,186,0,2,29,0,1,14,21,78
896,Horeb,Egypt,Africa,Stephen Dedalus,14.0376,14,376,"Look forth now, my people, upon the land of behest, even from Horeb and from Neb",,1,37,83,1,6,8,1,9,13,28.53972,33.97333
897,Pisgah,Turkish Empire,Asia,Stephen Dedalus,14.0376,14,376,"Look forth now, my people, upon the land of behest, even from Horeb and from Neb",,1,109,186,1,13,29,1,10,14,31.76509,35.71908
898,Nebo,Turkish Empire,Asia,Stephen Dedalus,14.0376,14,376,"Look forth now, my people, upon the land of behest, even from Horeb and from Neb",,1,109,186,1,13,29,1,10,14,31.76667,35.725
899,Horns of Hatten,Turkish Empire,Asia,Stephen Dedalus,14.0376,14,376,"Look forth now, my people, upon the land of behest, even from Horeb and from Neb",,1,109,186,1,13,29,1,10,14,32.8,35.45944
900,,,Asia,Stephen Dedalus,14.0382,14,382,...nor so much as mentioned for the Orient from on high Which brake hell's gates,,0,0,186,0,0,29,0,0,14,50,86
901,,Egypt,Africa,Stephen Dedalus,14.0386,14,386,The adiaphane in the noon of life is an Egypt's plague which in the nights of pr,,0,37,83,0,6,8,0,9,13,26,30
902,Nile,Egypt,Africa,Stephen Dedalus,14.0394,14,394,"First, saved from waters of old Nile, among bulrushes, a bed of fasciated wattle",,6,37,83,1,6,8,1,9,13,-2.28222,29.33139
903,,Scotland,Europe,Narrator 14,14.0506,14,506,"Bloom of Crawfords journal sitting snug with a covey of wags, likely brangling f",,0,27,1330,0,5,50,0,5,17,57,-5
904,,Turkish Empire,Asia,Narrator 14,14.0509,14,509,...his dame Mrs Moll with red slippers on in a pair of Turkey trunks which is th,,0,109,186,0,13,29,0,9,17,39.1667,35.6667
905,,India,Asia,Narrator 14,14.0525,14,525,(and I hear that Mr Russell has done a prophetical charm of the same gist out of,,0,11,186,0,2,29,0,1,17,21,78
906,Kerry,Ireland,Europe,Costello,14.0546,14,546,"&(that was his name), 'tis all about Kerry cows that are to be butchered along&",,4,556,1330,1,21,50,1,1,2,52.16667,-9.75
907,Bordeaux,France,Europe,Costello,14.0553,14,553,...says Frank in the French language that had been indentured to a brandy shippe,,1,92,1330,1,4,50,1,1,2,44.84,-0.58
908,Liverpool,England,Europe,Leopold Bloom,14.0568,14,568,"&the Liverpool boats, says he. I can scarcebelieve 'tis so bad, says he. And he&",,7,210,1330,1,4,50,3,23,179,53.4,-3
909,,Prussia,Europe,Leopold Bloom,14.0572,14,572,...a worthy salesmaster that drove his trade for live stock and meadow auctions,,0,2,1330,0,1,50,0,1,179,53.4,15.75
910,Muscovy,Russia,Asia,Stephen Dedalus,14.0577,14,577,"...Doctor Rinderpest, the bestquoted cowcatcher in all Muscovy...",,1,9,186,1,3,29,1,1,14,55.75,37.61667
911,,Ireland,Europe,Vincent Lynch,14.0579,14,579,He'll find himself on the horns of a dilemma if he meddles with a bull that's Ir,,0,556,1330,0,21,50,0,2,3,53.41667,-8
912,,Ireland,Europe,Stephen Dedalus,14.058,14,580,"Irish by name and Irish by nature, says Mr Stephen, and he sent the ale purling",,0,556,1330,0,21,50,0,42,143,53.41667,-8
913,,Ireland,Europe,Stephen Dedalus,14.058,14,580,"Irish by name and Irish by nature, says Mr Stephen, and he sent the ale purling",,0,556,1330,0,21,50,0,42,143,53.41667,-8
914,,England,Europe,Stephen Dedalus,14.0581,14,581,An Irish bull in an English chinashop.,,0,210,1330,0,4,50,0,34,143,51.5,-0.11667
915,,Ireland,Europe,Stephen Dedalus,14.0581,14,581,An Irish bull in an English chinashop.,,0,556,1330,0,21,50,0,42,143,53.41667,-8
916,,Germany,Europe,Dixon,14.0592,14,592,"So be off now, says he, and do all my cousin german the lord Harry tells you and",,0,33,1330,0,2,50,0,1,9,51.5167,9.9167
917,,Ireland,Europe,Narrator 14,14.0599,14,599,...or get a lick on the nape from his long holy tongue than lie with the finest,,0,556,1330,0,21,50,0,6,17,53.41667,-8
918,Roscommon,Ireland,Europe,Dixon,14.0614,14,614,"And, says Mr Dixon, if ever he got scent of a cattleraider in Roscommon or the w",,1,556,1330,1,21,50,1,5,9,53.6333,-8.1833
919,Connemara,Ireland,Europe,Dixon,14.0615,14,615,"And, says Mr Dixon, if ever he got scent of a cattleraider in Roscommon or the w",,5,556,1330,1,21,50,1,5,9,53.5,-9.75
920,Sligo,Ireland,Europe,Dixon,14.0615,14,615,"And, says Mr Dixon, if ever he got scent of a cattleraider in Roscommon or the w",,3,556,1330,1,21,50,1,5,9,54.2667,-8.4833
921,Rome,Italy,Europe,Dixon,14.0628,14,628,"...he was a lefthanded descendant of the famous bull of the Romans, Bos Bovum, w",,33,76,1330,3,5,50,1,1,9,41.9,12.5
922,,Ireland,Europe,Vincent Lynch,14.0637,14,637,"In short, he and the bull of Ireland were soon as fast friends as an arse and a",,0,556,1330,0,21,50,0,2,3,53.41667,-8
923,,USA,North America,Narrator 14,14.0646,14,646,"...let the bullgine run, pushed off in their bumboat and put to sea to recover t",,0,39,51,0,3,3,0,2,2,40,-100
924,Lambay Island,Ireland,Europe,Narrator 14,14.066,14,660,"Mr Malachi Mulligan, Fertiliser and Incubator, Lambay Island.",,2,556,1330,2,21,50,1,6,17,53.491,-6.017
925,Lambay Island,Ireland,Europe,Buck Mulligan,14.0682,14,682,...he had resolved to purchase in fee simple for ever the freehold of Lambay isl,,2,556,1330,2,21,50,1,11,39,53.491,-6.017
926,,Egypt,Africa,Buck Mulligan,14.0686,14,686,...to be named Omphalos with an obelisk hewn and erected after the fashion of Eg,,0,37,83,0,6,8,0,1,3,26,30
927,Newcastle,England,Europe,Dixon,14.0704,14,704,...asking with a finicking air did he purpose also to carry coals to Newcastle.,,2,210,1330,1,4,50,1,1,9,54.974,-1.6132
928,,Scotland,Europe,Narrator 14,14.0738,14,738,"Here the listener was none other than the Scotch student, a little fume f a fell",,0,27,1330,0,5,50,0,5,17,57,-5
929,,France,Europe,Crotthers,14.0777,14,777,...from whom I can have for a livre as snug a cloak of the French fashion as eve,,0,92,1330,0,4,50,0,1,1,47,2
930,Cape Horn,Chile,South America,Buck Mulligan,14.0781,14,781,"...is my authority that in Cape Horn, ventre biche, they have a rain that will w",,2,3,9,1,1,1,1,1,1,-55.97972,-67.27167
931,Ephesus,Greece,Asia,Leopold Bloom,14.0886,14,886,The dressy young blade said it was her husband's that put her in that expectatio,,1,45,186,1,2,29,1,6,48,37.94111,27.34194
932,,Egypt,Africa,Narrator 14,14.0925,14,925,"Nay, had the hussy's scouringbrush not been her tutelary angel it had gone with",,0,37,83,0,6,8,0,1,2,26,30
933,Gilead,Jordan,Asia,Narrator 14,14.0931,14,931,If he must dispense his balm of Gilead in nostrums and apothegms of dubious tast,,1,1,186,1,1,29,1,1,17,31.56,35.65
934,,,Asia,Narrator 14,14.0938,14,938,"...when rooted in its native orient, throve and flourished and was abundant in&",,0,0,186,0,0,29,0,0,17,50,86
935,,Constantinople,Asia,Narrator 14,14.0943,14,943,The news was imparted with a circumspection recalling the ceremonial usages of t,The Sublime Porte refers to Constantinople.,0,1,186,0,1,29,0,1,17,41.0122,28.976
936,,China,Asia,Buck Mulligan,14.0963,14,963,"...aproposia due to a congestion, the agnatia of certain chinless Chinamen...",,0,19,186,0,1,29,0,2,5,35,103
937,,Scotland,Europe,Narrator 14,14.0989,14,989,"The hypothesis of a plasmic memory, advanced by the Caledonian envoy and worthy",,0,27,1330,0,5,50,0,5,17,57,-5
938,,Thailand,Asia,Narrator 14,14.1003,14,1003,...the theological dilemma in the event of one Siamese twin predeceasing the oth,,0,4,186,0,1,29,0,1,17,15.35,101.0333
939,,Ireland,Europe,Narrator 14,14.1013,14,1013,"He had a portfolio of Celtic literature in one hand, in the other a phial marked",,0,556,1330,0,21,50,0,6,17,53.41667,-8
940,,Ireland,Europe,Buck Mulligan,14.1021,14,1021,"My hell, and Ireland's, in this life.",,0,556,1330,0,21,50,0,11,39,53.41667,-8
941,,,Europe,Narrator 14,14.106,14,1060,...reading through round horned spectacles some paper from the Europe of a month,,0,0,1330,0,0,50,0,0,17,46,7
942,Agendath Netaim,Turkish Empire,Asia,Narrator 14,14.1086,14,1086,"Agendath is a wasteland, a home of screechowls and the sandblind upupa.","Agdendath is the ""model farm at Kennereth,"" which is the sea of Galilee, and as",16,109,186,2,13,29,2,9,17,32.83333,35.58333
943,Agendath Netaim,Turkish Empire,Asia,Narrator 14,14.1087,14,1087,"Netaim, the golden, is no more.","Agdendath is the ""model farm at Kennereth,"" which is the sea of Galilee, and as",16,109,186,2,13,29,2,9,17,32.83333,35.58333
944,,Bashan,Asia,Narrator 14,14.109,14,1090,"Elk and yak, the bulls of Bashan and of Babylon, mammoth and mastodon, they come",,0,1,186,0,1,29,0,1,17,32.78111,35.93472
945,Dead Sea,Turkish Empire,Asia,Narrator 14,14.1091,14,1091,"Elk and yak, the bulls of Bashan and of Babylon, mammoth and mastodon, they come","There actually no evidence that this is a common name for the dead sea, but in c",7,109,186,2,13,29,2,9,17,31.5,35.5
946,Babylon,Turkish Empire,Asia,Narrator 14,14.1091,14,1091,"Elk and yak, the bulls of Bashan and of Babylon, mammoth and mastodon, they come",,4,109,186,1,13,29,1,9,17,32.53639,44.42083
947,Dead Sea,Turkish Empire,Asia,Narrator 14,14.1096,14,1096,Onward to the dead sea they tramp to drink unslaked and with horrible gulpings..,,7,109,186,2,13,29,2,9,17,31.5,35.5
948,Corinth,Greece,Europe,Vincent Lynch,14.1148,14,1148,In the sunny patches one might easily have cooked on a stone a batch of those bu,,1,45,1330,1,2,50,1,1,3,37.93333,22.93333
949,,Egypt,Africa,Stephen Dedalus,14.1169,14,1169,"Theosophos told me so, Stephen answered, whom in a previous existence Egyptian p",,0,37,83,0,6,8,0,9,13,26,30
950,Mull of Galloway,Scotland,Europe,Narrator 14,14.1205,14,1205,"Crotthers was there at the foot of the table in his striking Highland garb, his",,1,27,1330,1,5,50,1,5,17,54.63508,-4.85634
951,,Scotland,Europe,Narrator 14,14.1208,14,1208,"Next the Scotchman was the place assigned to Costello, the eccentric, while at h",,0,27,1330,0,5,50,0,5,17,57,-5
952,,South Africa,Africa,Narrator 14,14.1331,14,1331,"...darling little Bobsy (called after our famous hero of the South African war,",,0,15,83,0,1,8,0,1,2,-30,25
953,Candahar,Afghanistan,Asia,Narrator 14,14.1332,14,1332,"...darling little Bobsy (called after our famous hero of the South African war,",,1,1,186,1,1,29,1,1,17,31.61667,65.71667
954,Waterford,Ireland,Europe,Narrator 14,14.1332,14,1332,"...darling little Bobsy (called after our famous hero of the South African war,",,3,556,1330,1,21,50,1,6,17,52.25667,-7.12917
955,Bethlehem,Turkish Empire,Asia,Narrator 14,14.1383,14,1383,...the vigilant watch of shepherds and of angels about a crib in Bethlehem of Ju,,1,109,186,1,13,29,1,9,17,31.70306,35.19556
956,,USA,North America,Narrator 14,14.143,14,1430,"Thou sawest thy America, thy lifetask, and dist charge to cover like transpontin",,0,39,51,0,3,3,0,2,2,40,-100
957,Israel,Turkish Empire,Asia,Narrator 14,14.1436,14,1436,"...such as those rioters will quaff in their guzzlingden, milk of madness, the h","Canaan, the promised land.",12,109,186,2,13,29,2,9,17,31,35
958,,Britain,Europe,Chaos,14.1453,14,1453,&Chuckingout time. Mullee! What's on you? Ma mere m'a mariee. British Beatitudes,,0,85,1330,0,1,50,0,1,7,53.826,-2.422
959,,Ireland,Europe,Chaos,14.1457,14,1457,Most beautiful book come out of Ireland my time.,,0,556,1330,0,21,50,0,2,7,53.41667,-8
960,,Ireland,Europe,Chaos,14.1461,14,1461,&trample the bibles. When for Irelandear. Trample the trampellers.,,0,556,1330,0,21,50,0,2,7,53.41667,-8
961,,France,Europe,Chaos,14.1503,14,1503,You larn that go off of they there Frenchy bilks?,,0,92,1330,0,4,50,0,1,7,47,2
962,Castile,Spain,Europe,Chaos,14.151,14,1510,Opera he'd like? Rose of Castile. Rows of cast.,,11,76,1330,1,1,50,1,1,7,41.38333,-4.45
963,,Netherlands,Europe,Chaos,14.1513,14,1513,Shut his blurry Dutch oven with a firm hand.,,0,10,1330,0,1,50,0,1,7,52.3167,5.55
964,Rome,Italy,Europe,Chaos,14.1534,14,1534,Rome boose for the Bloom toff.,,33,76,1330,3,5,50,1,1,7,41.9,12.5
965,,Japan,Asia,Chaos,14.156,14,1560,"Jappies? High angle fire, inyah! Sunk by war specials. Be worse for him says he,",,0,7,186,0,1,29,0,1,3,35,136
966,,Russia,Asia,Chaos,14.1561,14,1561,"Jappies? High angle fire, inyah! Sunk by war specials. Be worse for him says he,",,0,9,186,0,3,29,0,2,3,60,90
967,Vladivostok,Russia,Asia,Chaos,14.1585,14,1585,"Alexander J. Christ Dowie, that's yanked to glory most half this planet from Fri",,1,9,186,1,3,29,1,2,3,43.13333,131.9
968,San Francisco,USA,North America,Chaos,14.1585,14,1585,"Alexander J. Christ Dowie, that's yanked to glory most half this planet from Fri",,1,39,51,1,3,3,1,1,1,37.78333,-122.41667
969,,Ireland,Europe,Old Gummy Granny,14.4588,15,4588,&poor old Ireland and how does she stand?,,0,556,1330,0,85,183,0,3,4,53.41667,-8
970,Cavan,Ireland,Europe,The Virago,15.0053,15,53,"Signs on you, hairy arse. More power the Cavan girl.",,2,556,1330,2,85,183,1,1,1,53.991,-7.3601
971,Cavan,Ireland,Europe,Cissy Caffrey,15.0055,15,55,"More luck to me. Cavan, Cootehill and Blturbet. (She sings.)",,2,556,1330,2,85,183,1,3,3,53.991,-7.3601
972,Cootehill,Ireland,Europe,Cissy Caffrey,15.0055,15,55,"More luck to me. Cavan, Cootehill and Blturbet. (She sings.)",,1,556,1330,1,85,183,1,3,3,54.04,-7.05
973,Belturbet,Ireland,Europe,Cissy Caffrey,15.0055,15,55,"More luck to me. Cavan, Cootehill and Blturbet. (She sings.)",,1,556,1330,1,85,183,1,3,3,54.1,-7.45
974,London,England,Europe,Leopold Bloom,15.0172,15,172,"London's burning, London's burning! On fire, on fire!",,33,210,1330,6,28,183,5,23,179,51.50722,-0.1275
975,London,England,Europe,Leopold Bloom,15.0172,15,172,"London's burning, London's burning! On fire, on fire!",,33,210,1330,6,28,183,5,23,179,51.50722,-0.1275
976,Stepaside,Ireland,Europe,Leopold Bloom,15.0232,15,232,If there is a fingerpost planted by the Touring Club at Stepaside who procured t,,2,556,1330,2,85,183,2,71,179,53.25283,-6.21408
977,,Ireland,Europe,Leopold Bloom,15.0233,15,233,I who lost my way and contributed to the columns of the Irish Cyclist the letter,,0,556,1330,0,85,183,0,71,179,53.41667,-8
978,Stepaside,Ireland,Europe,Leopold Bloom,15.0234,15,234,I who lost my way and contributed to the columns of the Irish Cyclist the letter,,2,556,1330,2,85,183,2,71,179,53.25283,-6.21408
979,Zion,Turkish Empire,Asia,Stage Directions,15.0249,15,249,A stooped bearded figure appears garbed in teh long caftan of an elder in Zion a,,6,109,186,2,21,26,2,7,9,31.76667,35.23333
980,Oxford,England,Europe,Stage Directions,15.0269,15,269,"(in youth's msart blue Oxford suit with white vestslips, narrowshouldered, in br",,13,210,1330,5,28,183,2,7,55,51.75194,-1.25778
981,Alps,Switzerland,Europe,Stage Directions,15.027,15,270,"(in youth's msart blue Oxford suit with white vestslips, narrowshouldered, in br",,1,5,1330,1,1,183,1,1,55,46.5056,9.3303
982,"Waterbury, Connecticut",USA,North America,Stage Directions,15.027,15,270,"(in youth's msart blue Oxford suit with white vestslips, narrowshouldered, in br",,1,39,51,1,8,8,1,4,4,41.5583,-73.0372
983,,Turkish Empire,Asia,Stage Directions,15.0298,15,298,Beside her mirage of datepalms a handsome woman in Turkish costume stands before,,0,109,186,0,21,26,0,7,9,39.1667,35.6667
984,Moorish World,,Africa,Stage Directions,15.0317,15,317,"Fircely, she slaps his haunch, her goldcurb wristbangles angriling, scolding him",,10,0,83,1,0,15,1,0,3,27.453,-1.374
985,,Ireland,Europe,Leopold Bloom,15.0453,15,453,"Ladies and gentlemen, I give you Ireland, home and beauty.",,0,556,1330,0,85,183,0,71,179,53.41667,-8
986,London,England,Europe,Mrs Breen,15.046,15,460,London's teapot and I'm simply teapot all over me!,,33,210,1330,6,28,183,1,1,2,51.50722,-0.1275
987,Leopardstown,Ireland,Europe,Mrs Breen,15.0543,15,543,"(In smart Saxe tailormade, white velours hat and spider veil.) Leopardstown.",,2,556,1330,2,85,183,1,1,2,53.27,-6.205
988,Saxony,Germany,Europe,Stage Directions,15.0543,15,543,"(In smart Saxe tailormade, white velours hat and spider veil.) Leopardstown.",,11,33,1330,1,3,183,1,2,55,51.02694,13.35889
989,Leopardstown,Ireland,Europe,Leopold Bloom,15.0546,15,546,"I mean, Leopardstown. And Molly won seven shillings on a three year old named Ne",,2,556,1330,2,85,183,1,71,179,53.27,-6.205
990,,Britain,Europe,The Navvy,15.0614,15,614,"Come on, you British army!",,0,85,1330,0,9,183,0,1,2,53.826,-2.422
991,Wexford,Ireland,Europe,The Navvy,15.0623,15,623,We are the boys. Of Wexford.,,5,556,1330,1,85,183,1,1,2,52.3342,-6.4575
992,Malahide,Ireland,Europe,Leopold Bloom,15.0638,15,638,Might have taken me to Malahide or a siding for the night or collision.,,5,556,1330,2,85,183,1,71,179,53.4508,-6.1544
993,Liffey,Ireland,Europe,Stage Directions,15.0683,15,683,"(A covey of gulls, storm petrels, rises hungrily from Liffey slime with Banbury",,2,556,1330,2,85,183,2,28,55,53.35,6.2167
994,Banbury,England,Europe,Stage Directions,15.0684,15,684,"(A covey of gulls, storm petrels, rises hungrily from Liffey slime with Banbury",,4,210,1330,3,28,183,1,7,55,52.061,-1.336
995,Banbury,England,Europe,The Gulls,15.0686,15,686,Kaw kave kankury kake.,,4,210,1330,3,28,183,1,1,1,52.061,-1.336
996,,France,Europe,Leopold Bloom,15.07,15,700,Bad French I got for my pains. Of course it was frosty and the last tram.,,0,92,1330,0,15,183,0,7,179,47,2
997,,Libya,Africa,Signor Maffei,15.0712,15,712,"Block tackle and a strangling pully will bring your lion to hell, no matter how",,0,2,83,0,2,15,0,1,1,27,17
998,Amsterdam,Netherlands,Europe,Signor Maffei,15.0713,15,713,A redhot crowbar and some liniment rubbin on the burning part produced Fritz of,,2,10,1330,1,3,183,1,1,1,52.37306,4.89222
999,,India,Asia,Signor Maffei,15.0714,15,714,I possess the Indian sign. The glint of my eye does it with these breastsparkler,,0,11,186,0,1,26,0,1,1,21,78
1000,,Egypt,Africa,Leopold Bloom,15.0722,15,722,Owns half Austria. Egypt. Cousin.,,0,37,83,0,7,15,0,5,14,26,30
1001,,Austria,Europe,Leopold Bloom,15.0722,15,722,Owns half Austria. Egypt. Cousin.,,0,15,1330,0,2,183,0,3,179,47.6,13.7833
1002,Castile,Spain,Europe,Leopold Bloom,15.074,15,740,"You know that old joke, rose of Castile. Bloom. The change of name. Virag.",,11,76,1330,2,8,183,2,23,179,41.38333,-4.45
1003,Waterloo,Belgium,Europe,Leopold Bloom,15.0745,15,745,"Still, of course, you do get your Waterloo sometimes.",,2,7,1330,2,2,183,1,1,179,50.68333,4.4
1004,,Ireland,Europe,Stage Directions,15.0752,15,752,"(Thickveiled, a crimson halter round her neck, a copy of the Irish Times in her",,0,556,1330,0,85,183,0,28,55,53.41667,-8
1005,,Britain,Europe,Leopold Bloom,15.078,15,780,"...Majorgeneral Brian Tweedy, one of Britain's fighting men who helped to win ou",,0,85,1330,0,9,183,0,16,179,53.826,-2.422
1006,Rorke s Drift,South Africa,Africa,Leopold Bloom,15.0781,15,781,Got his majority for the heroic defence of Rorke's Drift.,,2,15,83,2,5,15,1,4,14,-28.35806,30.53667
1007,,Britain,Europe,Leopold Bloom,15.0794,15,794,"I'm as staunch a Britisher as you are, sir.",,0,85,1330,0,9,183,0,16,179,53.826,-2.422
1008,Bloemfontein,South Africa,Africa,Leopold Bloom,15.0796,15,796,...in the absentminded war under general Gough in the park and was disabled at S,,2,15,83,1,5,15,1,4,14,-29.11667,26.21667
1009,Spion Kop,South Africa,Africa,Leopold Bloom,15.0796,15,796,...in the absentminded war under general Gough in the park and was disabled at S,,1,15,83,1,5,15,1,4,14,-28.65,29.51639
1010,,Britain,Europe,Leopold Bloom,15.0803,15,803,I am connected with the British and Irish press. If you ring up...,,0,85,1330,0,9,183,0,16,179,53.826,-2.422
1011,,Ireland,Europe,Leopold Bloom,15.0804,15,804,I am connected with the British and Irish press. If you ring up...,,0,556,1330,0,85,183,0,71,179,53.41667,-8
1012,,Spain,Europe,Stage Directions,15.0808,15,808,He dangles a hank of Spanish onions in one hand and hols with the other hand a t,,0,76,1330,0,8,183,0,2,55,40.43333,-3.7
1013,,,Europe,Myles Crawford,15.0812,15,812,Paralyse Europe. You which? Bluebags?,,0,0,1330,0,0,183,0,0,17,46,7
1014,Rheims,France,Europe,Beaufoy,15.0838,15,838,"We are considerably out of pocket over this bally pressman johnny, this jackdaw",,1,92,1330,1,15,183,1,1,1,49.2628,4.0347
1015,,Britain,Europe,Stage Directions,15.0909,15,909,"An acclimatised Britisher, he had seen that summer eve from the footplate of an",,0,85,1330,0,9,183,0,3,55,53.826,-2.422
1016,,Britain,Europe,Stage Directions,15.0915,15,915,"...of the better land with Dockrell's wallpaper at one and ninepence a dozen, in",,0,85,1330,0,9,183,0,3,55,53.826,-2.422
1017,,Britain,Europe,Stage Directions,15.092,15,920,...what times the strains of the organtoned melodeon Britannia metalbound with f,,0,85,1330,0,9,183,0,3,55,53.826,-2.422
1018,Oxford,England,Europe,J.J. O Molloy,15.0941,15,941,We are not in a beargarden nor at an Oxford rag nor is this a travesty of justic,,13,210,1330,5,28,183,1,2,12,51.75194,-1.25778
1019,,Egypt,Africa,J.J. O Molloy,15.0947,15,947,"...my client's native place, the land of the Pharaoh.",,0,37,83,0,7,15,0,7,8,26,30
1020,,Mongolia,Asia,J.J. O Molloy,15.0954,15,954,His submission is that he is of Mongolian extraction and irresponsible for his a,,0,1,186,0,1,26,0,1,5,46,105
1021,Agendath Netaim,Turkish Empire,Asia,J.J. O Molloy,15.0982,15,982,He is down on his luck at present owing to the mortgaging of his extensive prope,"Agdendath is the ""model farm at Kennereth,"" which is the sea of Galilee, and as",16,109,186,6,21,26,1,4,5,32.83333,35.58333
1022,Asia Minor,Turkish Empire,Asia,J.J. O Molloy,15.0982,15,982,"...property at Agendath Netaim in faraway Asia Minor, slides of which will&",,1,109,186,1,21,26,1,4,5,39,32
1023,Sea of Galilee,Turkish Empire,Asia,Stage Directions,15.0986,15,986,(The mirage of the lake of Kinnereth with blurred cattle cropping in silver haze,The sea of Galilee is also known as lake of Kinnerth,3,109,186,1,21,26,1,7,9,32.83333,35.58333
1024,Bleibtreustrasse,Germany,Europe,Dlugacz,15.0991,15,991,"(Hoarsely.) Bleibtreustrasse, Berlin, W, 13.",,4,33,1330,1,3,183,1,1,1,52.50406,13.31984
1025,Munster,Ireland,Europe,Mrs Yelverton Barry,15.1018,15,1018,He wrote me an anonymous letter in prentice backhand when my husband was in the,,2,556,1330,1,85,183,1,2,2,52.25,-9
1026,Tipperary,Ireland,Europe,Mrs Yelverton Barry,15.1018,15,1018,He wrote me an anonymous letter in prentice backhand when my husband was in the,,2,556,1330,1,85,183,1,2,2,52.474,-8.162
1027,,Ireland,Europe,The Honourable Mrs Mervyn Talboys,15.1061,15,1061,...of the Phoenix park at the match All Ireland versus the Rest of Ireland.,,0,556,1330,0,85,183,0,2,3,53.41667,-8
1028,,Ireland,Europe,The Honourable Mrs Mervyn Talboys,15.1062,15,1062,...of the Phoenix park at the match All Ireland versus the Rest of Ireland.,,0,556,1330,0,85,183,0,2,3,53.41667,-8
1029,Paris,France,Europe,The Honourable Mrs Mervyn Talboys,15.1066,15,1066,"...and sent me in double envelopes an obscene photograph, such as are sold after",,34,92,1330,8,15,183,1,1,3,48.8567,2.3508
1030,Oxford,England,Europe,Zoe,15.1289,15,1289,"...her tipster, that gives her all the winners and pays for her son in Oxford.",,13,210,1330,5,28,183,1,5,7,51.75194,-1.25778
1031,,England,Europe,Zoe,15.1348,15,1348,No bloody fear. I'm English. Have you a swaggerroot?,,0,210,1330,0,28,183,0,5,7,51.5,-0.11667
1032,,Netherlands,Europe,Leopold Bloom,15.139,15,1390,These flying Dutchmen or lying Dutchmen as they recline in their upholstered poo,,0,10,1330,0,3,183,0,3,179,52.3167,5.55
1033,,Netherlands,Europe,Leopold Bloom,15.139,15,1390,These flying Dutchmen or lying Dutchmen as they recline in their upholstered poo,,0,10,1330,0,3,183,0,3,179,52.3167,5.55
1034,Venice,Italy,Europe,Stage Directions,15.1398,15,1398,"(Prolonged applause. Venetian masts, maypoles and festal arches spring up.",,2,76,1330,1,9,183,1,3,55,45.4375,12.33583
1035,Israel,Turkish Empire,Asia,Stage Directions,15.14,15,1400,A streamer bearing the legends Cead Mile Failte and Mah Ttob Melek Israel spans,,12,109,186,2,21,26,1,7,9,31,35
1036,,Scotland,Europe,Stage Directions,15.1402,15,1402,"Along the route the regiments of the royal Dublin fusiliers, the King's own Scot",,0,27,1330,0,3,183,0,3,55,57,-5
1037,,Wales,Europe,Stage Directions,15.1403,15,1403,"Along the route the regiments of the royal Dublin fusiliers, the King's own Scot",,0,15,1330,0,1,183,0,1,55,52.3496,-3.6378
1038,Ulster,Ireland,Europe,Stage Directions,15.1413,15,1413,"...city marshal, in a chessboard tabard, the Athlone Poursuivant and Ulster King",,3,556,1330,2,85,183,1,28,55,54.4,-7
1039,Cork,Ireland,Europe,Stage Directions,15.1415,15,1415,"They are followed by the Right Honourable Joseph Hutchinson, lord mayor of Dubli",,11,556,1330,1,85,183,1,28,55,51.9667,-8.5833
1040,Waterford,Ireland,Europe,Stage Directions,15.1416,15,1416,"...their worships the mayors of Limerick, Galway, Sligo and Waterford, twentyeig",,3,556,1330,1,85,183,1,28,55,52.25667,-7.12917
1041,Limerick,Ireland,Europe,Stage Directions,15.1416,15,1416,"...their worships the mayors of Limerick, Galway, Sligo and Waterford, twentyeig",,3,556,1330,1,85,183,1,28,55,52.6653,-8.6238
1042,Galway,Ireland,Europe,Stage Directions,15.1416,15,1416,"...their worships the mayors of Limerick, Galway, Sligo and Waterford, twentyeig",,8,556,1330,1,85,183,1,28,55,53.27194,-9.04889
1043,Sligo,Ireland,Europe,Stage Directions,15.1416,15,1416,"...their worships the mayors of Limerick, Galway, Sligo and Waterford, twentyeig",,3,556,1330,1,85,183,1,28,55,54.2667,-8.4833
1044,,Ireland,Europe,Stage Directions,15.1417,15,1417,"...their worships the mayors of Limerick, Galway, Sligo and Waterford, twentyeig",,0,556,1330,0,85,183,0,28,55,53.41667,-8
1045,Down,Ireland,Europe,Stage Directions,15.142,15,1420,"...the bishop of Down and Connor, His Eminence Michael cardinal Logue archbishop",,4,556,1330,3,85,183,2,28,55,54.36,-5.94
